id,year,org,sentence,type,X,action,Y,12,3,0,0,1,8
31047616,2017,"Department of Vitreo-Retinal Services, Aravind Eye Hospital, Madurai, Tamil Nadu, India. Electronic address: vishal_8585@yahoo.co.in.","Main outcome measures:
      
    

    
      Primary outcome measures were the ability to prevent ROP recurrence and the anatomic outcome at the last follow-up visit.",0,,,,,,,,,
31763250,2017,"ENT Clinic, No. 22/4, Above Ranganatha Hardware, Near Vijaya Hotel, AVK College Road, P.J Extension, Davanagere, 577002 India.",Concomitant management of the dental origin and the associated sinusitis will ensure complete resolution of the infection and may prevent recurrences and complications.,5,management and sinusitis,may prevent,recurrences and complications,,,,,,
30962734,2017,"Department of Pathology, Dongguk University Ilsan Hospital, Goyang, Republic of Korea.",GBCK25 could be a potentially effective prophylactic strategy to prevent metabolic diseases including NASH.,0,,,,,,,,,
31395349,2017,"Department of Environmental Medicine & Biochemistry and Molecular Pharmacology, New York University School of Medicine, NY 10987, USA. Electronic address: Chunyuan.jin@nyumc.org.",Genotoxic mutation can be prevented either by apoptosis or DNA repair.,5,mutation,can be prevented by,apoptosis or repair,,,,,,
31395349,2017,"Department of Environmental Medicine & Biochemistry and Molecular Pharmacology, New York University School of Medicine, NY 10987, USA. Electronic address: Chunyuan.jin@nyumc.org.","Understanding the mechanisms regulating environmental exposure-induced epigenetic changes, including replacement of canonical histones with histone variants, will promote the development of strategies to prevent or reverse these changes.",0,,,,,,,,,
31008333,2017,"Department of Neurology, Sainte-Anne Hospital & INSERM U894, Paris, France.","Nevertheless, this does not prevent that hyperglycaemia in acute stroke patients could be treated as any other hospitalised patient.",0,,,,,,,,,
31047373,2017,"The Retina Group of Washington, Chevy Chase, Maryland.",Preventing the eyelid from contacting the injection site after the final application of PI is an important step in improving the safety of intravitreal injections.,0,,,,,,,,,
31353483,2017,"Food Science and Nutrition Program, Institute of Biochemistry, Carleton University, Ottawa, Ontario, Canada.",PRACTICAL APPLICATIONS: Bioactive peptides possess specific effects on foods like preventing oxidative rancidity.,0,,,,,,,,,
31353483,2017,"Food Science and Nutrition Program, Institute of Biochemistry, Carleton University, Ottawa, Ontario, Canada.",This will prevent variability in intake and ensure proper dosage and reproducible results.,5,This,will prevent,variability,,,,,,
31763255,2017,"Department of Otolaryngology - Head and Neck Surgery, Liaquat National Hospital and Medical College, National Stadium Road, Karachi, 74800 Pakistan.",Patients presented with CRS should receive steroids for at least 2 years to prevent recurrence.,0,,,,,,,,,
31038036,2017,"a Youth Research Centre, Melbourne Graduate School of Education , The University of Melbourne , Melbourne , Australia.","Results:
      
    

    
      Opening a much broader territory for understanding the many ways that art can express, affirm and communicate difference, enables exploration of new ways in which art-makers are activating changes in feeling and thinking about schizophrenia.",0,,,,,,,,,
31395351,2017,"Medical Sciences Program, School of Medicine, Indiana University, Bloomington, IN 47405, USA; Indiana University Melvin and Bren Simon Cancer Center, Indianapolis, IN 46202, USA. Electronic address: hmohagan@indiana.edu.",Understanding how epigenetic alterations are initiated during chronic inflammation will allow us to develop pharmaceutical strategies to prevent or treat chronic inflammation-induced cancer.,0,,,,,,,,,
31762668,2017,"Department of Plant Production, Faculty of Food & Agricultural Sciences, P.O. Box 2460, Riyadh 11451, Saudi Arabia.",More importantly Si supplementation prevented excess uptake of Na and also protected the ill effects of excess Na on the uptake and accumulation of K and Ca resulting in significant decline in Na/K ratio.,5,supplementation,prevented,uptake,,,,,,
31073478,2017,"Department of Pediatrics, Walter Reed National Military Medical Center, Bethesda, Maryland, United States.",Prophylaxis with intravenous immunoglobulin (IVIG) has been shown to successfully prevent further episodes in both adults and children.,0,,,,,,,,,
31763253,2017,"Department of ENT, MCH, Kolkata, West Bengal India.",The objectives of our study were to describe the epidemiological and clinical features and treatment of Conidiobolomycosis to prevent disfigurement.,0,,,,,,,,,
30906093,2017,"Institute for Condensed Matter Physics, Svientsitskii 1, 79011 Lviv, Ukraine.",We go beyond previous colloid theories in treating protein-protein self-association of molecules that are antibody-shaped and flexible and have spatially specific binding sites.,0,,,,,,,,,
30906093,2017,"Institute for Condensed Matter Physics, Svientsitskii 1, 79011 Lviv, Ukraine.","(iii) Arm-to-Fc binding allows for three binding partners, leading to networks and high viscosities.",0,,,,,,,,,
30686861,2017,"Johns Hopkins University, Department of Cognitive Science, 3400 N. Charles St., Baltimore, MD 21211.","Using a written spelling-to-dictation blocked cyclic naming task, we also demonstrated that these interference effects disappear when the task does not require semantically-mediated lexical selection (Experiment 2).",0,,,,,,,,,
30643763,2017,"Department of Pathology, Wills Eye Hospital, Sidney Kimmel Medical College of Thomas Jefferson University, Philadelphia, PA, USA.","Methods:
      
    

    
      Careful correlative light microscopy was performed on a small number of eyes undergoing enucleation for intraocular tumors that had pertinent findings imaged by SD-OCT. Expeditious processing and a fixation technique that prevented retinal detachment minimized tissue distortion and sectioning artifact.",0,,,,,,,,,
30622427,2017,"Department of Biological Sciences, Faculty of Sciences, King Abdulaziz University, P.O. Box 80200, Jeddah 21589, Saudi Arabia.","However, oral administration of resveratrol before DMN significantly prevented the induced loss in body weight, as well as the increase in liver weight which arise from DMN administration.",5,administration,prevented,loss as well as increase,,,,,,
30622427,2017,"Department of Biological Sciences, Faculty of Sciences, King Abdulaziz University, P.O. Box 80200, Jeddah 21589, Saudi Arabia.","Moreover, resveratrol had displayed potent potentials to prevent collagen deposition, lymphocytic infiltration, necrosis, steatosis, vascular damage, blood hypertention, cholangiocyte proliferation.",0,,,,,,,,,
30622427,2017,"Department of Biological Sciences, Faculty of Sciences, King Abdulaziz University, P.O. Box 80200, Jeddah 21589, Saudi Arabia.","It can be concluded that resveratrol has a marked protective role on DMN-induced liver fibrosis in rats, and can be considered as antiproliferative, antihypertensive, as well as antifibrotic agent and may be used to block the development of liver fibrosis.",0,,,,,,,,,
30555625,2017,"School of Chemistry, University of New South Wales, Sydney, NSW 2052, Australia.",Generating 19 compounds and evaluating their binding affinity reveals that increasing electrostatic interactions allows the compounds to bind more effectively with Hsp90 compared to the lead structure.,0,,,,,,,,,
30555625,2017,"School of Chemistry, University of New South Wales, Sydney, NSW 2052, Australia.","Exchanging specific residues for lysine improves binding affinity for Hsp90, indicating some residues are not critical for interacting with the target, whereas others are essential.",0,,,,,,,,,
30555625,2017,"School of Chemistry, University of New South Wales, Sydney, NSW 2052, Australia.","Replacing l- for d-amino acids produced compounds with decreased binding affinity compared to the parent structure, confirming the importance of conformation and identifying key residues most important for binding.",0,,,,,,,,,
30555625,2017,"School of Chemistry, University of New South Wales, Sydney, NSW 2052, Australia.","Thus, a specific conformation and electrostatic interactions are required in order for these inhibitors to bind to Hsp90.",0,,,,,,,,,
30546244,2017,"George Warren Brown School of Social Work, Washington University in St. Louis, St. Louis, MO, USA.","Overall, the lack of research specific to YBM prevented any strong conclusions about the treatment effects on depression for this population.",5,lack,prevented,conclusions,,,,,,
30542232,2017,"Lucile Packard Children's Hospital Palo Alto, CA.","Our study demonstrates a possible technique to determining intraoperatively the stability of fixation of supracondylar humerus fractures, which could prevent the need for postoperative radiographs to assess stability.",0,,,,,,,,,
30509441,2017,"Pediatric Translational Research Branch, NIAMS Intramural Research Program, NIH, USA. Electronic address: tejpal.gill@nih.gov.",Aberrant properties of HLA-B*27 can activate the IL-23/IL-17 axis in HLA-B*27 transgenic rats and humans.,1,properties,can activate,axis,,,,,,
30480115,2017,"Department of preventive medicine and Community Health, University of Texas Medical Branch, Galveston, Texas.",There is also an urgent need for interventions that can effectively prevent or delay the onset of disability in older Hispanics.,0,,,,,,,,,
30466984,2017,"Institute of Animal Molecular Biotechnology and Department of Biotechnology, College of Life Sciences and Biotechnology, Korea University, Seoul 02841, Republic of Korea. Electronic address: ghsong@korea.ac.kr.","We also determined naringenin activated phosphorylation of ERK1/2, P38, JNK and P70S6K in JAR and JEG3 cells in a dose-response manner.",0,,,,,,,,,
30461384,2017,"Department of Audiology & Speech Pathology, University of Tennessee Health Science Center, Knoxville, TN.",Activating NLFC in isolation reduced satisfaction ratings relative to the DNR or Combination conditions.,0,,,,,,,,,
30455539,2017,"Institute of Biomedical Sciences, University of São Paulo, São Paulo, SP, Brazil.",The current findings indicate that a bout of eccentric actions activates the expression of MSTN inhibitors.,1,bout,activates,expression,,,,,,
30449916,2017,"Resident (Pediatrics), INHS Asvini, Colaba, Mumbai 400005, India.",There is paucity of data regarding efficacy of current recommendations in preventing neonatal hypovitaminosis D.Our aim was to determine if good nutritional status of the mother and regular calcium and Vitamin D supplementation during pregnancy in the currently recommended doses help prevent or reduce VDD in neonates.,0,,,,,,,,,
30449916,2017,"Resident (Pediatrics), INHS Asvini, Colaba, Mumbai 400005, India.","Conclusion:
      
    

    
      Antenatal supplementation of well nourished, socioeconomically better off mothers in our population with 400 IU/day of Vitamin D3 is ineffective in preventing VDD in neonates.",0,,,,,,,,,
30402069,2017,"Department of Biosciences, University of Milan, via Celoria 26, 20133 Milan, Italy.",Our results suggest that maternally transferred vitamin E concentrations are optimized to prevent imbalances of oxidative status and the consequent raise of oxidative damage in yellow-legged gull embryos during prenatal development.,0,,,,,,,,,
30400530,2017,"Department of Biomedical Engineering, The Chinese University of Hong Kong, Shatin, New Territories, Hong Kong, China. aaron.ho@bme.cuhk.edu.hk.","In this assay, a short single-stranded 76-mer DNA aptamer with a unique DNA sequence, which binds towards the cyto-c like an antibody with a high binding affinity and specificity, was conjugated to gold nanorods (AuNR) for LSPR sensing.",0,,,,,,,,,
30400521,2017,"ARC Centre of Excellence for Nanoscale BioPhotonics (CNBP), Macquarie University, Sydney, NSW 2109, Australia. david.inglis@mq.edu.au.",A hydrophilic membrane with a strong preference for water over oil is integrated into a droplet microfluidic system and observed to allow the passage of the transported aqueous phase droplets while blocking the continuous phase.,0,,,,,,,,,
30400498,2017,"Centre for Precision Technologies, University of Huddersfield, Huddersfield HD1 3DH, UK. Z.Tong@hud.ac.uk.","Moreover, smaller edge radius and larger rake angle can greatly weaken the squeezing action and heat diffusion effect between the tool tip and workpiece, which further prevents the formation of subsurface defects and enhances finished surface quality.",0,,,,,,,,,
30400497,2017,"FEMTO-ST Institute, Univ. Bourgogne Franche-Comté, CNRS, 15B avenue des Montboucons, 25030 Besançon, CEDEX, France. therese.leblois@femto-st.fr.","However, their fabrication costs prevent them from being used as disposable sensors and their effective commercial success will depend on their ability to be reused repeatedly.",5,costs,prevent,them,,,,,,
30356644,2017,"School of Kinesiology, Shanghai University of Sport, Shanghai 200438, China.","Purpose:
      
    

    
      To investigate the effects of Tribulus terrestris (TT) extracts on muscle mass, muscle damage, and anaerobic performances of trained male boxers and its mechanisms: roles of plasma androgen, insulin growth factor 1 (IGF-1), and IGF-1 binding protein-3 (IGFBP-3).",0,,,,,,,,,
