id,year,org,sentence,type,X,action,Y,13,10,1,2,0,0
29067318,2016,"Department of Medicine, Austin Health, University of Melbourne, Heidelberg, Victoria, Australia.","cAC253 demonstrates superior brain permeability, better proteolytic stability, and enhanced binding affinity to brain amylin receptors after a single intraperitoneal injection.",0,,,,,,,,,
29051424,2016,"Department of Environmental Science, Baylor University, Waco, TX 76798, USA. Erica_Bruce@baylor.edu.",The results indicate that exposure to several BFRs may activate an antioxidant response and alter behavior during early development.,1,exposure,may activate,response,,,,,,
29021694,2016,"Laboratory of Physiology and Cell Signaling, College of Veterinary Medicine, Kyungpook National University, Daegu, Republic of Korea.","The miRNAs-regulated signaling pathways of KGE were then found by Cignal 45-Pathway Reporter Array, proving that KGE could activate GR.",1,KGE,could activate,GR,,,,,,
29021694,2016,"Laboratory of Physiology and Cell Signaling, College of Veterinary Medicine, Kyungpook National University, Daegu, Republic of Korea.","Conclusion:
      
    

    
      KGE was found capable of inducing angiogenesis both in vivo and in vitro models through activating GR.",0,,,,,,,,,
28989189,2016,"Faculty of Chemistry, Department of Polymer Chemistry, MCS University, pl. Marii Curie-Sk_odowskiej 5, 20-031 Lublin, Poland.",Such inhibition kinetics may be challenging for reaction systems that require high curing rates but are relevant for chemical systems that need to remain kinetically dormant until activated although at the ultimate cost of lower polymerization rates.,0,,,,,,,,,
28979360,2016,"Augusta Biomedical Research Corporation, Augusta, GA, USA.","Introduction:
      
    

    
      The p75 neurotrophin receptor (p75NTR) is a member of TNF-α receptor superfamily that bind all neurotrophins, mainly regulating their pro-apoptotic actions.",0,,,,,,,,,
28959335,2016,"Department of Microbiology, Azad University of Shahrehe-Qods, Tehran, Iran.",The protein becomes activated by p53 ensuing beyond-repair DNA damage.,0,,,,,,,,,
28959335,2016,"Department of Microbiology, Azad University of Shahrehe-Qods, Tehran, Iran.","Downregulation of SIRT 1, by miR-128, elevates activated p53 that foment Puma indirectly.",0,,,,,,,,,
28955995,2016,"Department of Chemistry and Biochemistry, University of Texas at Arlington, TX 76019-0065, USA.","The double reciprocal plot of the varying NADPH concentrations displays a downward concave shape, while the NADPH binding curves gave Hill coefficients of less than 1.",0,,,,,,,,,
28955977,2016,"Bio-Nano Electronics Research Center, Toyo University, 2100, Kujirai, Kawagoe, Saitama 350-8585, Japan.","When a radio frequency alternating magnetic field is applied, ferromagnetic particles dissipate heat and DNA ligase on the particles is selectively heated up and activated with little influence on the annealing of DNA ends, as a result of which the ligation efficiency increases.",0,,,,,,,,,
28911547,2016,"Department of Applied Bioscience, Tokyo University of Agriculture, Tokyo, Japan. Electronic address: ms205346@nodai.ac.jp.",Differentiation of regulatory T cells by activating a transcription factor Foxp-3 is known to suppress intestinal inflammation.,0,,,,,,,,,
28911536,2016,"Graduate Institute of Natural Products, College of Pharmacy, Kaohsiung Medical University, Kaohsiung, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Taiwan; Center for Infectious Disease and Cancer Research, Kaohsiung Medical University, Kaohsiung, Taiwan; Cancer Center, Kaohsiung Medical University Hospital, Kaohsiung, Taiwan; Research Center for Environmental Medicine, Kaohsiung Medical University, Kaohsiung, Taiwan. Electronic address: aaronfrc@kmu.edu.tw.","Components of Prosopis such as flavonoids, tannins, alkaloids, quinones, or phenolic compounds demonstrate potentials in various biofunctions, such as analgesic, anthelmintic, antibiotic, antiemetic, microbial antioxidant, antimalarial, antiprotozoal, antipustule, and antiulcer activities; enhancement of H+, K+, ATPases; oral disinfection; and probiotic and nutritional effects; as well as in other biopharmaceutical applications, such as binding abilities for tablet production.",0,,,,,,,,,
28881733,2016,"Department of Radiology, Xiangya Hospital, Central South University, Changsha, 410008, China.",LMP1 has been reported to activate the NF-κB and mitogen-activated protein kinase pathways.,0,,,,,,,,,
28868326,2016,"Department of Genetics and Southwest National Primate Research Center, Texas Biomedical Research Institute, San Antonio, Texas, USA.",Transcription factor binding sites and CpG islands within the human SLC9B2 and SLC9B1 gene promoters were identified.,0,,,,,,,,,
28824831,2016,"Department of Obstetrics, Gynecology and Reproductive Sciences, University of Maryland School of Medicine, Baltimore, Maryland, USA.","The ER under the stress activates signaling cascades, known as unfolded protein response, to suppress cell mitosis and/or trigger apoptosis.",1,ER,activates,cascades,,,,,,
28824290,2016,"Department of Chemistry, University of California, Davis, One Shields Avenue, Davis, CA 95616, https://chenglycogroup.wordpress.com/.",This strategy provides a universal platform for glycosphingolipid synthesis by block coupling of enzymatically prepared free oligosaccharideglycans to lipids using glycosyl N-phenyltrifluoroacetimidates as efficient activated intermediates.,0,,,,,,,,,
28824240,2016,"Universidad de las Américas Puebla, Puebla, Mexico.",Activated protein C resistance (aPCR) phenotypes represent around 20% of the laboratory findings in Mexican Mestizos having suffered thrombosis and displaying clinical markers of thrombophilia.,0,,,,,,,,,
28808187,2016,"Department of Food & Biotechnology, Woosuk University, Jeonju 565701, Republic of Korea.","Furthermore, GABA directly enhanced production of inflammatory cytokines including IL-6 and TNF-α in LPS activated RAW macrophage cells and increased TIB-73 hepatocyte death.",0,,,,,,,,,
28774096,2016,"Department of Civil and Environmental Engineering, University of California, Berkeley, CA 94720, USA. monteiro@berkeley.edu.","However, the silicate polymerization process did not significantly affect the Ca binding energy of C-S-H.",0,,,,,,,,,
28750980,2016,"Institute of Physical Medicine and Rehabilitation, General Hospital, Medical College, University of São Paulo, Sao Paulo, Brazil.","A 69 year old female stroke patient with full absence of distal components of the tendons of the rotator cuff, functional limitations on active movement of shoulder flexion and abduction of the left arm and perceived pain scored 10/10 on the Visual Analogic Scale, was assessed and treat with one session of FM® A basic theory that explains the healing results of FM® is that mechanoreceptors, such as spindle cells and other receptors, are located in the deep fascia and activated when movement are performed.",0,,,,,,,,,
28722445,2016,"Laboratory for Molecular Photonics, Department of Chemistry, University of Miami , 1301 Memorial Drive, Coral Gables, Florida 33146-0431, United States.",Protonation opens the oxazine heterocycle to shift bathochromically the coumarin absorption and activate fluorescence with a brightness per nanoparticle approaching 5 _ 105 M-1 cm-1.,0,,,,,,,,,
28701874,2016,"College of Chemistry, Jilin University, Changchun, China.",Molecular docking was utilized to calculate the estimated free energy of binding and to structurally visualize their interactions.,0,,,,,,,,,
28701874,2016,"College of Chemistry, Jilin University, Changchun, China.","The binding constant and number of binding site in the interaction between (20S)-Rh2 and HSA were 3.5 _ 105 M-1 and 1, and those in the interaction between (20S) G-Rh2 and BSA were 1.4 _ 105 M-1 and 1.",0,,,,,,,,,
28694954,2016,"Department of Chemistry , University of Wisconsin , Madison , WI 53706 , USA.","The symmetric, receptor cavity-matching charge distribution of the anions results in drastically stronger binding than in the case of anions with asymmetric charge distribution.",0,,,,,,,,,
28694954,2016,"Department of Chemistry , University of Wisconsin , Madison , WI 53706 , USA.",The octameric cycHC[8] offers a unique example of template-controlled design of an electroneutral host for binding large anions in a competitive polar solvent.,0,,,,,,,,,
28670098,2016,"Department of Radiology, Zhongnan Hospital of Wuhan University, Wuhan, Hubei 430071, P. R. China.","Here, a nanoparticle system, CaF2:Tm,Yb@mSiO2, made of a mesoporous silica (mSiO2) nanosphere with CaF2:Tm,Yb upconversion nanoparticles (UCNPs) is developed, filling its mesopores and with its surface-modified with polyacrylic acid for binding the anticancer drug molecules (doxorubicin, DOX).",0,,,,,,,,,
28661866,2016,Professor in the Department of Family Practice at the University of British Columbia in Vancouver.,We argue for a focus on the core competencies that bind us as a discipline.,0,,,,,,,,,
28630529,2016,"Colorado State University, Fort Collins, Colorado 80523, USA.",In intercellular communication cells secrete signaling molecules such as cyto/chemokines which diffuse through the surrounding medium and eventually bind to receptors on other cells whereby the signal transduction is completed.,0,,,,,,,,,
28618867,2016,"1 Department of Orthopaedic Surgery, Asahikawa Medical University, Asahikawa, Japan.","Last, ACs and allogeneic activated CD4+ T cell were co-cultured, and the expression of CD25 on activated T cells was examined by flow cytometry.",0,,,,,,,,,
28618867,2016,"1 Department of Orthopaedic Surgery, Asahikawa Medical University, Asahikawa, Japan.","Discussion Our results showed that third-party ACs inhibited the proliferation of allogeneic activated lymphocytes, thereby inhibiting production sIL-2Rα, although ACs did not affect IL-2 secretion from lymphocytes.",2,ACs,inhibited,proliferation,,,,,,
28597422,2016,"College of plant science and technology, Huazhong Agricultural University, Wuhan, 430070, China. xuanyao@mail.hzau.edu.cn.",A family of Arabidopsis basic region leucine zipper (bZIP) transcription factors that can recognize and bind to the abscisic acid (ABA)-responsive elements (ABREs) in promoter is named as ABRE binding factors (ABFs)/ABRE binding proteins (AREBs).,0,,,,,,,,,
28584393,2016,"Department of Biology, Biological & Geological Sciences, University of Western Ontario, 1151 Richmond St N, London, Ontario N6A 5B7, Canada.","Recent exposure to pathogens may have a particularly large impact on behavioral expression given that it likely activates costly immune pathways, potentially forcing organism to make behavioral tradeoffs.",1,it,activates,pathways,,,,,,
28580429,2016,"Banting and Best Dept. of Medical Research and the Dept. of Molecular Genetics Terrence Donnelly Center for Cellular and Biomolecular Research, University of Toronto 160 College Street Toronto ON Canada M5S 3E1.","In particular, we focus on Ubv binding mechanisms, structural studies, and effects on enzyme function.",0,,,,,,,,,
28536388,2016,"McMaster Immunology Research Centre, Department of Pathology and Molecular Medicine, McMaster University, Hamilton, ON L8N 3Z5, Canada. wanyong@mcmaster.ca.","Indeed, OVs have been shown to recruit and activate an antitumor immune response and much of the current work in this field centers around increasing this activity through strategies such as engineering genes for immunomodulators into OV backbones.",0,,,,,,,,,
28534678,2016,"Department of Chemistry, University of Utah, Utah, USA.","Second harmonic correlation spectroscopy is a powerful, surface-specific, and label-free alternative to other correlation spectroscopic methods for examining surface binding kinetics.",0,,,,,,,,,
28532361,2016,"Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, California 90033.",Each can activate ganglion cells through direct or indirect stimulation.,1,Each,can activate,cells,,,,,,
28529818,2016,"Second Affiliated Hospital, Zhejiang University, College of Medicine, Hangzhou, China.","The HPO diet repressed hepatic expression of fatty acid metabolic regulators including PPAR-γ, sterol regulatory element-binding protein-c1, peroxisome proliferator-activated receptor gamma co-activator-1, fatty acid synthase, fatty acid binding protein-4, and apolipoprotein A4 genes only in NZ10 mice.",0,,,,,,,,,
28516116,2016,"Division of Rheumatology, Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, USA.","In response to pathogen infection and tissue damage, inflammasome sensors such as NLRP3 and AIM2 are activated, which triggers PYRIN domain (PYD)-mediated ASC nucleation, followed by self-perpetuating ASC polymerization, which ultimately culminates in caspase-1 activation, interleukin (IL)-1β and IL-18 processing and release and pyroptosis (Ratsimandresy et al., 2013; Cai et al., 2014).",0,,,,,,,,,
28510215,2016,"Department of Biochemistry and Molecular Genetics, University of Alabama at Birmingham, 720 20th Street South, Kaul Human Genetics Bldg. 524a, Birmingham, AL, 35233, USA. nphiggin@uab.edu.","Three classes of proteins help condense nucleoids: (1) DNA gyrase generates diffusible negative supercoils that help compact DNA into a dynamic interwound and multiply branched structure; (2) RNA polymerase and abundant small basic nucleoid-associated proteins (NAPs) create constrained supercoils by binding, bending, and forming cooperative protein-DNA complexes; (3) a multi-protein DNA condensin organizes chromosome structure to assist sister chromosome segregation after replication.",0,,,,,,,,,
28510212,2016,"Department of Physics, Emory University, 400 Dowman Dr. N.E., Atlanta, GA, 30322, USA. ddunlap@emory.edu.","Proteins that act at a distance along the filament by binding at one site and contacting another site, perhaps as part of a bigger complex, create loops that constitute topological domains and influence regulation.",0,,,,,,,,,
28510041,2016,"Department of Biophysics, National Institute of Mental Health and Neurosciences (NIMHANS), Hosur Road, Bangalore, 560029, India. paddy@nimhans.ac.in.",The Nrf2 transcription factor activates the transcription of several cytoprotective genes that have been implicated in protection from cancer and NDD.,1,factor,activates,transcription,,,,,,
28507676,2016,"College of Chemistry and Molecular Engineering , Peking University , Beijing 100871 , P. R. China.",The covalent binding between domains is broadly known as the mechanism of GB formation during graphene chemical vapor deposition (CVD) growth.,0,,,,,,,,,
28507670,2016,"University of CAS , Beijing 100049 , P. R. China.","By activating the above two reactions in one-step and employing asymmetrical substituted monomers and the 3-fold symmetric monomer 1,3,5-tris(4-aminophenyl)benzene (TAPB), highly ordered imine-boroxine hybrid single-layered covalent organic frameworks (sCOFs) have been successfully constructed on HOPG by a gas-solid interface reaction method and characterized by scanning tunnelling microscopy (STM).",0,,,,,,,,,
28503404,2016,"Cell and Molecular Biology Graduate Group, University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania, USA.","Mutations that activate canonical Wnt/β-catenin signaling also initiate and maintain several cancer states, including colorectal cancer and leukemia, and hence Wnt inhibitors are currently being explored as therapeutic options.",0,,,,,,,,,
28496969,2016,"Universit_ di Napoli ""Federico II"" , Dipartimento di Scienze Chimiche , 80126 Napoli , Italy . Email: domenica.musumeci@unina.it ; Tel: +39-81-674143.","The nucleo-oligolysine with a mixed-base sequence did not prove to bind complementary DNA, but was able to recognize the complementary RNA forming a complex with a higher melting temperature than that of the corresponding RNA/RNA natural duplex and comparable with that of the analogous PNA/RNA system.",0,,,,,,,,,
28496931,2016,"Department of Cardiovascular Surgery, Nihon University School of Medicine, Itabashi, Tokyo, Japan.","The primary endpoint was cerebrovascular/bleeding events up to 2 months, while the secondary endpoints were hemoglobin, prothrombin time, and activated partial thromboplastin time.",0,,,,,,,,,
28496931,2016,"Department of Cardiovascular Surgery, Nihon University School of Medicine, Itabashi, Tokyo, Japan.",The prothrombin time was significantly prolonged from 1 week to 2 months and the activated partial thromboplastin time was significantly prolonged from 1 day to 2 months.,0,,,,,,,,,
28471123,2016,"Henry Ford Health System, Detroit, MI, USA.","The objective of the present study was to evaluate the effect of PM on IL-2 induced proliferation of T cells, generation of lymphokine activated killer cells (LAK cells) and the signaling pathways involved in activation of T cells by IL-2.",0,,,,,,,,,
28460975,2016,"Food Chemistry, Department of Food Science, University of Copenhagen, Rolighedsvej 30, DK 1958 Frederiksberg C, Denmark. Electronic address: ls@food.ku.dk.","Zinc binding to lactoferrin and to bovine serum albumin was found exothermic with _=-100kJ/mol and -30kJ/mol, respectively, in aqueous 0.16M NaCl of pH7.4 at 25°C by isothermal titration calorimetry, while binding to α-lactalbumin and β-lactoglobulin was slightly endothermic.",0,,,,,,,,,
32104336,2016,"Shenyang Pharmaceutical University, No.103, Wenhua Road, Shenyang 110016, China.","Some former studies had found that complement-mediated phagocytosis, activated by antigen-antibody complex, was responsible for inducing the phenomenon.",0,,,,,,,,,
31994112,2016,"Department of Pharmaceutical Biochemistry, Poznan University of Medical Sciences, Pozna_, Poland. baerw@ump.edu.pl.","Numerous proteins which compete with Nrf2 for Keap1 binding stabilize Nrf2 and are involved in non-canonical pathways of Nrf2 activation.However, growing evidence indicates that the regulation of Keap1-Nrf2-ARE is more complex than was previously thought and that other molecular mechanisms are also involved.",0,,,,,,,,,
28451329,2016,"Department of Chemistry , The State University of New York , Buffalo , New York 14260 , USA.","Cyclo[6]aramides, with a near-planar conformation, are found to act as powerful hosts that bind bipyridinium salts with high affinities.",0,,,,,,,,,
28451329,2016,"Department of Chemistry , The State University of New York , Buffalo , New York 14260 , USA.",Analysis of the crystal structure of the [3]rotaxane reveals a highly compact binding mode that would be difficult to access using other macrocycles with a flexible backbone.,0,,,,,,,,,
28451232,2016,"Department of Applied Chemistry , Graduate School of Engineering , Kyushu University , 744 Motooka, Nishi-ku , Fukuoka 819-0395 , Japan.",Thermally activated delayed fluorescence (TADF) molecules based on highly twisted donor-acceptor (D-A) configurations are promising emitting dopants for the construction of efficient deep-blue OLEDs.,0,,,,,,,,,
28451155,2016,"Department of Chemistry , Seton Hall University , 400 South Orange Ave , South Orange , NJ 07079 , USA . Email: monika.raj@shu.edu.","Importantly, the method activates the serine residue for the synthesis of peptide thioesters; thus it is fully automated and free of the types of resins, linkers, handles, and unnatural amino acids typically needed for the synthesis of peptide thioesters using Fmoc chemistry.",1,method,activates,residue,,,,,,
28445888,2016,"Collaborative Antwerp Psychiatric Research Institute (CAPRI), Faculty of Medicine and Health Sciences, University of Antwerp, Antwerp, Belgium.","In both groups, the TSST activated the HPA axis and suppressed the inflammatory parameters.",1,TSST,activated,axis,,,,,,
28442756,2016,"State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center of Biotherapy, Chengdu, 610041, China. ouyangliang@scu.edu.cn.","Lead optimization result in the identification of compound OL-1 (2-(11-(3-(dimethylamino)propylidene)-6,11- dihydrodibenzo[b,e]oxepin )-2-yl)acetohydrazide), which has a novel chemical scaffold and unique binding interaction with PARP1 protein.",0,,,,,,,,,
28442704,2016,"New York University, New York City, NY, 10027, USA. dzm0032@auburn.edu.","The majority of ADAM10 and ADAM17 inhibitor development has been focused on the discovery of compounds that bind the active site zinc, however, in recent years, there has been a shift from active site to secondary substrate binding site (exosite) inhibitor discovery in order to identify non-zinc-binding molecules.",0,,,,,,,,,
28441648,2016,"Center for Addiction Research (CARe), Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Hannover, Germany.","Results:
      
    

    
      With BNP expression being GATA4 dependent, we observed a correlation of GATA4 binding site methylation and protein expression.",0,,,,,,,,,
28441648,2016,"Center for Addiction Research (CARe), Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Hannover, Germany.","Focusing on the two CpGs that are between GATA transcription factor binding sites, statistical analysis revealed a reversely proportional methylation pattern, significantly increasing with ongoing detoxification and thereby supporting the observed serum level changes.",0,,,,,,,,,
