id,year,org,sentence,type,X,action,Y,33,4,9,1,15,4
32454488,2020,"National Center of Competence in Research ""Kidney.CH"", Zurich, Switzerland, zhihong.yang@unifr.ch.",The results suggest that targeting Arg-II or inhibiting p38mapk could be beneficial in reducing age-associated adipose tissue inflammation.,0,,,,,,,,,
32454255,2020,"Toxalim (Research Centre in Food Toxicology), Université de Toulouse, INRAE, ENVT, INP-Purpan, UPS, Toulouse, France.","Our objective was to explore the proteome changes induced by a short, non-cytotoxic exposure to ZEN in the intestine using pig jejunal explants.",0,,,,,,,,,
32453820,2020,"Cardiovascular Antisense Drug Discovery, Ionis Pharmaceuticals, Carlsbad CA, USA.","The protein chemerin (tazarotene induced gene, TIG2; RARRES2) is a relatively new adipokine.",0,,,,,,,,,
32454210,2020,"School of Life Science, Nanchang University, Nanchang, 330031, China. Electronic address: hucy2008@163.com.","In mammalian cells, PKR can also be activated in the absence of dsRNA.",0,,,,,,,,,
32454210,2020,"School of Life Science, Nanchang University, Nanchang, 330031, China. Electronic address: hucy2008@163.com.","A PKR activator, PACT (PKR activating protein), also referred to as RAX (PKR-associated protein X) plays an important role.",0,,,,,,,,,
32454210,2020,"School of Life Science, Nanchang University, Nanchang, 330031, China. Electronic address: hucy2008@163.com.",Overexpression of CiPACT induced the down-regulation of intracellular expression of bcl-2 and up-regulation of bax.,4,Overexpression,induced,down-regulation,,,,,,
32454210,2020,"School of Life Science, Nanchang University, Nanchang, 330031, China. Electronic address: hucy2008@163.com.","Therefore, the mechanism of fish PACT induces apoptosis and activates NF-кB is dependent on PKR.",4,mechanism,induces,apoptosis,,,,,,
32454211,2020,"Immunobiology for Aquaculture Group, Department of Cell Biology and Histology, Faculty of Biology, Campus of International Excellence, Campus Mare Nostrum, University of Murcia, Murcia, Spain. Electronic address: aesteban@um.es.","However, digestion is a very complex process in which food is processed to obtain necessary nutrients and central mechanisms of this process require both endocrine and neuronal regulation.",4,central mechanisms,require,both endocrine and neuronal regulation,,,,,,
32453734,2020,"Infectious Infectious Diseases and Tropical Medicine Section, Diagnostic and Public Health Department, University of Verona, Verona, Italy.","Microscopy requires trained personnel and has low sensitivity, while the serodiagnosis is currently not standardized.",4,Microscopy,requires,trained personnel,,,,,,
32454462,2020,"Department of Neurosurgery, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai Jiao Tong University, Shanghai 200080, China.","


        Background:
      
    

    
      Stearoyl-coenzyme A desaturase-1 (SCD1) can inhibit the development of diabetic bone disease by promoting osteogenesis.",2,Stearoyl-coenzyme A desaturase-1,can inhibit,development,,,,,,
32454462,2020,"Department of Neurosurgery, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai Jiao Tong University, Shanghai 200080, China.","SCD1 inhibited the expression of CDKN1A and FOS, but promoted the expression of EXO1 and PLS1.",2,SCD1,inhibited,expression of CDKN1A and FOS,,,,,,
32454517,2020,"National Clinical Research Center for Dermatologic and Immunologic Diseases, Beijing, China. dr_guankai@126.com.","Impact:
      
    

    
      Thunderstorm can induce asthma attacks in children with allergic rhinitis owing to mugwort and aggravate symptoms in children with confirmed diagnosis of asthma.Children with mugwort allergy are susceptible to thunderstorm asthma and a preponderance of boys was observed.Better identification of allergic children to mugwort, giving suitable protective measures during thunderstorm and standard therapy to existing allergic situation could be a benefit for children at risk of thunderstorm asthma.",4,Thunderstorm,can induce,asthma attacks,,,,,,
32454116,2020,"College of Life Science, Engineering Research Center of the Chinese Ministry of Education for Bioreactor and Pharmaceutical Development, Jilin Agricultural University, Changchun, 130118, China. Electronic address: hyli99@163.com.","Hydroxysafflor yellow A (HSYA) is an effective chemical component isolated from Chinese herb Carthamus tinctorius L. In present study, we aimed to evaluate the effects of HSYA on D-galactose- (D-gal-) induced aging in mice, and to elucidate the underlying mechanism.",0,,,,,,,,,
32454116,2020,"College of Life Science, Engineering Research Center of the Chinese Ministry of Education for Bioreactor and Pharmaceutical Development, Jilin Agricultural University, Changchun, 130118, China. Electronic address: hyli99@163.com.",HSYA also dramatically attenuated pathologic changes of aging liver tissues induced by D-gal.,0,,,,,,,,,
32453870,2020,"Nuritas Ltd, Joshua Dawson House, Dawson St, Dublin 2, D02 RY95, Dublin, Ireland.","Similarly, in HDFs, pep_RTE62G consistently induced the neosynthesis of ECM proteins elastin and collagen; effects that are upheld in human skin explants.",4,pep_RTE62G,induced,neosynthesis,,,,,,
32453896,2020,"Students Research Committee, School of Medicine, Ardabil University of Medical Sciences, Ardabil, Iran.",This study aimed to evaluate the protective effect of cinnamon and ginger extract on testicular damages induced by carbon tetrachloride (CCl4).,0,,,,,,,,,
32453896,2020,"Students Research Committee, School of Medicine, Ardabil University of Medical Sciences, Ardabil, Iran.",The results of this study indicated that co-treatment of ginger and cinnamon reduces the damages induced by CCl4 in testicular tissue by increasing antioxidant capacity and reducing lipid peroxidation.,0,,,,,,,,,
32453824,2020,"Instituto de Agrobiotecnología del Litoral (CONICET-UNL), Cátedra de Biología Celular y Molecular, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional del Litoral,_Argentina.","TCP14 and TCP15 are also required for the expression of the cuticle biosynthesis genes CYP86A4, GPAT6 and CUS2, and of SHN1 and SHN2, two AP2/EREBP transcription factors required for cutin and wax biosynthesis.",0,,,,,,,,,
32453920,2020,"Harvey Cushing/John Hay Whitney Medical Library, Yale University, New Haven, CT.",Studies investigated refractory shock induced by a variety of etiologies and found that methylene blue was generally safe and increased mean arterial blood pressure.,0,,,,,,,,,
32454511,2020,"Department of Pharmacology & Systems Physiology, University of Cincinnati College of Medicine, Cincinnati, OH, USA. eric.wohleb@uc.edu.","Further studies showed that diazepam normalized Csf1 and C3 mRNA in the PFC, and prevented increases in Csf1r and Cd11b in frontal cortex microglia following CUS.",5,diazepam,prevented,increases,,,,,,
32454511,2020,"Department of Pharmacology & Systems Physiology, University of Cincinnati College of Medicine, Cincinnati, OH, USA. eric.wohleb@uc.edu.",Confocal imaging in Thy1-GFP(M) mice demonstrated that diazepam limited microglial engulfment of neuronal elements and blocked CUS-induced dendritic spine loss in the medial PFC.,5,diazepam,blocked,CUS-induced dendritic spine loss,,,,,,
32454111,2020,"Chemistry Laboratory, Department of Mathematics and Science Education, Kazim Karabekir Education Faculty, Atatürk University, 25240 Erzurum, Turkey.","ACP activity was stimulated by Ca2+, strongly inhibited by Cu2+ and Fe3+, and moderately inhibited by Mg2+ and Zn2+.",4,ACP activity,was stimulated by,Ca2+,,,,,,
32454111,2020,"Chemistry Laboratory, Department of Mathematics and Science Education, Kazim Karabekir Education Faculty, Atatürk University, 25241 Erzurum, Turkey.","ACP activity was stimulated by Ca2+, strongly inhibited by Cu2+ and Fe3+, and moderately inhibited by Mg2+ and Zn2+.",2,ACP activity,was inhibited by,Cu2+ and Fe3+,,,,,,
32454111,2020,"Chemistry Laboratory, Department of Mathematics and Science Education, Kazim Karabekir Education Faculty, Atatürk University, 25242 Erzurum, Turkey.","ACP activity was stimulated by Ca2+, strongly inhibited by Cu2+ and Fe3+, and moderately inhibited by Mg2+ and Zn2+.",2,ACP activity,was inhibited by,Mg2+ and Zn2+,,,,,,
32454111,2020,"Chemistry Laboratory, Department of Mathematics and Science Education, Kazim Karabekir Education Faculty, Atatürk University, 25240 Erzurum, Turkey.","Br-, CN-, F-, I- and N3- weakly inhibited ACP activity, where more than 70% of enzyme activity was remained at 5 mM.",2,"Br-, CN-, F-, I- and N3-",inhibited,ACP activity,,,,,,
32455509,2020,"University of Melbourne Department of Surgery, Royal Melbourne Hospital, Melbourne, Victoria, Australia.","Methods:
      
    

    
      In this prospective cohort study, patients undergoing liver resection had coagulation parameters (International normalised ratio (INR), prothrombin time (PT), activated partial thromboplastin time, fibrinogen, d-dimer, von Willebrand factor antigen, procoagulant activity of phospholipids and clotting factors II, VII, VIIIc, IX and X) and thromboelastogram parameters assessed perioperatively.",0,,,,,,,,,
32455433,2020,"Department of Agronomy, University of Wisconsin-Madison, Madison, WI, USA.","Conclusions:
      
    

    
      Biofortified carrots and maize without fortification prevented VA deficiency in gerbils.",5,Biofortified carrots and maize,prevented,VA deficiency,,,,,,
32454012,2020,"Department of Cardiac Surgery, Boston Children's Hospital, Boston, MA, USA; Dept. of Pediatrics, Harvard Medical School, Boston, MA, USA. Electronic address: chris.baird@cardio.chboston.org.","Median native annulus diameter was 17 mm; sinus and annular enlargements were required in 22 and 9 patients, respectively.",0,,,,,,,,,
32454246,2020,"Department of Community Medicine, King Edward Medical University, Lahore 75500, Pakistan.",More focused attention and resources should be spent in awareness of the population to prevent the spread of HCV among high risk population.,0,,,,,,,,,
32454038,2020,"Regenerative and Restorative Medicine Research Center (REMER), Istanbul Medipol University, Istanbul, Turkey; Dept. of Physiology, Faculty of Medicine, Istanbul Medipol University, Istanbul, Turkey. Electronic address: kilic44@yahoo.com.","These data indicate that GDNF potently induces longterm neurological recovery, peri-infarct brain remodeling and contralesional neuroplasticity, which are associated with the fine-tuned regulation of axonal growth inhibitors and guidance molecules that facilitate the growth of contralesional corticofugal axons in the direction to the ipsilesional hemisphere.",4,GDNF,induces,"longterm neurological recovery, peri-infarct brain remodeling and contralesional neuroplasticity",,,,,,
32453782,2020,"Department of Pathology, Microbiology and Immunology, School of Veterinary Medicine, University of California Davis, Davis, California, United States of America.","Herein, we investigated two dense granule proteins (GRAs) secreted by Toxoplasma, GRA15 and GRA24, for their role in stimulating the innate immune response in Tlr11-/- mice and in human cells, which naturally lack TLR11/TLR12.",0,,,,,,,,,
32453782,2020,"Department of Pathology, Microbiology and Immunology, School of Veterinary Medicine, University of California Davis, Davis, California, United States of America.","We further show that GRA15/GRA24-mediated IL12, IL18 and IL1β secretion activates IFNγ secretion by peripheral blood mononuclear cells (PBMCs), which controls Toxoplasma proliferation.",1,"GRA15/GRA24-mediated IL12, IL18 and IL1β secretion",activates,IFNγ secretion,,,,,,
32453782,2020,"Department of Pathology, Microbiology and Immunology, School of Veterinary Medicine, University of California Davis, Davis, California, United States of America.","Taken together, our study demonstrates the important role of GRA15 and GRA24 in activating the innate immune response in hosts lacking TLR11.",0,,,,,,,,,
32454152,2020,"Department of Neurology and Stroke Center, The First Affiliated Hospital, Jinan University, Guangzhou 510632, Guangdong, China; Clinical Neuroscience Institute, Jinan University, Guangzhou 510632, Guangdong, China. Electronic address: zhangys@jnu.edu.cn.",Our results suggest that memantine has a neuro-protective effect on secondary damage in the ipsilateral thalamus following MCAO by inhibiting the activity of GSK3βpY216/PP2ApY307 and down regulating the levels of p-tau-231 protein.,0,,,,,,,,,
32453758,2020,"Department of Microbiology and Molecular Cell Biology The Leroy T. Canoles Jr Cancer Research Center Eastern Virginia Medical School Norfolk, VA, United States of America.",We have previously shown that Tax hijacks and aberrantly activates ring finger protein 8 (RNF8) - a lysine 63 (K63)-specific ubiquitin E3 ligase critical for DNA double-strand break (DSB) repair signaling - to assemble K63-linked polyubiquitin chains (K63-pUbs) in the cytosol.,1,Tax,activates,ring finger protein 8,,,,,,
32453758,2020,"Department of Microbiology and Molecular Cell Biology The Leroy T. Canoles Jr Cancer Research Center Eastern Virginia Medical School Norfolk, VA, United States of America.",Tax mutants defective or attenuated in inducing K63-pUb assembly are deficient or tempered in TSS induction and DDR impairment.,0,,,,,,,,,
32453758,2020,"Department of Microbiology and Molecular Cell Biology The Leroy T. Canoles Jr Cancer Research Center Eastern Virginia Medical School Norfolk, VA, United States of America.","Thus, during HTLV-1 infection, Tax activates RNF8 to assemble nuclear K63-pUbs that sequester DDR factors in Tax speckles, disrupting DDR signaling and DSB repair.",1,Tax,activates,RNF8,,,,,,
32454461,2020,"Department of Urology, Zhongnan Hospital of Wuhan University, Wuhan 430071, China.","Mechanistically, GO, KEGG pathway analyses and western blot assays altogether unveiled ZNF139/circZNF139 activated PI3K/AKT pathway in BC cells, supported by the alteration of AKT at phosphorylation level and PI3K at the protein level.",0,,,,,,,,,
32454254,2020,"The United Innovation of Mengchao Hepatobiliary Technology Key Laboratory of Fujian Province, Mengchao Hepatobiliary Hospital of Fujian Medical University, Fuzhou 350025, People's Republic of China. Electronic address: bixingzhao@gmail.com.","Eventually, the ubiquitination of Ku80 was validated to be significantly down-regulated in the high-metastatic cells comparing with the low-metastatic cells.",0,,,,,,,,,
32454242,2020,"Department of Computer Science and Mathematics, Faculty of Philosophy, Sciences and Languages at Ribeirao Preto (FFCLRP), University of Sao Paulo (USP), Av. Bandeirantes, 3900, Ribeirão Preto, SP, 14040-901, Brazil. Electronic address: ale.alaniz@usp.br.","The combination of these needs makes ICUs very expensive, which requires investment to be prioritized.",0,,,,,,,,,
32454242,2020,"Department of Computer Science and Mathematics, Faculty of Philosophy, Sciences and Languages at Ribeirao Preto (FFCLRP), University of Sao Paulo (USP), Av. Bandeirantes, 3900, Ribeirão Preto, SP, 14040-901, Brazil. Electronic address: ale.alaniz@usp.br.","Due to financial and ethical implications, these judgments require technical and precise knowledge.",4,these judgments,require,technical and precise knowledge,,,,,,
32454242,2020,"Department of Computer Science and Mathematics, Faculty of Philosophy, Sciences and Languages at Ribeirao Preto (FFCLRP), University of Sao Paulo (USP), Av. Bandeirantes, 3900, Ribeirão Preto, SP, 14040-901, Brazil. Electronic address: ale.alaniz@usp.br.",This Challenge aimed to stimulate the development of techniques to predict mortality in ICUs.,0,,,,,,,,,
32454242,2020,"Department of Computer Science and Mathematics, Faculty of Philosophy, Sciences and Languages at Ribeirao Preto (FFCLRP), University of Sao Paulo (USP), Av. Bandeirantes, 3900, Ribeirão Preto, SP, 14040-901, Brazil. Electronic address: ale.alaniz@usp.br.","Furthermore, our approach only demanded twelve features, which was consistently smaller than the number of features required by the previous approaches.",0,,,,,,,,,
32453722,2020,"Biosciences/Living Systems Institute, College of Life and Environmental Sciences, University of Exeter, United Kingdom.","Previous studies have shown that TGS1 binds the Survival Motor Neuron (SMN) protein, whose deficiency causes spinal muscular atrophy (SMA).",3,TGS1,binds,Survival Motor Neuron protein,,,,,,
32453722,2020,"Biosciences/Living Systems Institute, College of Life and Environmental Sciences, University of Exeter, United Kingdom.",We demonstrate that both dTgs1 and Smn are required for viability of retinal progenitor cells and that downregulation of these genes leads to a reduced eye size.,0,,,,,,,,,
32453925,2020,"Both authors: Department of Pediatrics, Asan Medical Center Children's Hospital, College of Medicine, University of Ulsan, Seoul, Korea.",This new estimation equation requires further prospective validation in pediatric series with a range in body habitus.,4,This new estimation equation,requires,further prospective validation,,,,,,
32453667,2020,"Sporthopaedicum, Regensburg, Germany.","Clinical relevance:
      
    

    
      We found that aUCL repair with an internal brace effectively improves time-zero mechanical characteristics and may provide stabilized healing with accelerated and reliable recovery without the need for a tendon graft.",0,,,,,,,,,
32453821,2020,"State Key Laboratory of Crop Biology, College of Life Sciences, Shandong Agricultural University, Tai'an, Shandong, P.R China.","Furthermore, the transcription of AtPLATZ2 was induced in response to salt stress.",0,,,,,,,,,
32453821,2020,"State Key Laboratory of Crop Biology, College of Life Sciences, Shandong Agricultural University, Tai'an, Shandong, P.R China.","Collectively, these results suggest that AtPLATZ2 suppresses plant salt tolerance by directly inhibiting of CBL4/SOS3 and CBL10/SCaBP8 and functions redundantly with PLATZ7.",0,,,,,,,,,
32454200,2020,"Department of Neuropathology, King's College Hospital, London, UK.","They are often related to the filum terminale, which should be resected prior to other attachments intra-operatively to prevent displacement of the tumour out of view.",0,,,,,,,,,
32454491,2020,"Affiliated Hospital to Changchun University of Chinese Medicine, Changchun, China, slpcczyydx@sina.com.","YiQi GuBen is a traditional Chinese medicinal formula shown to effectively reduce the recurrence rate of asthma and induce anti-asthma effects through multiple pathways; however, its potential role in regulating ASMC proliferation and preventing bronchial asthma remains unexplored.",0,,,,,,,,,
32454491,2020,"Affiliated Hospital to Changchun University of Chinese Medicine, Changchun, China, slpcczyydx@sina.com.","Conclusions:
      
    

    
      In summary, our study shows that YiQi GuBen formula is able to significantly inhibit PDGF-BB-induced ASMC proliferation and migration by suppressing the NF-κB signaling pathway.",0,,,,,,,,,
32453711,2020,"Northern Centre for Bone Marrow Transplantation, Newcastle upon Tyne Hospitals NHS Foundation Trust, Newcastle-upon-Tyne, United Kingdom.","Isolated GVHD macrophages stimulated greater proliferation and activation of allogeneic T cells, and secreted higher levels of inflammatory cytokines than their steady-state counterparts.",4,Isolated GVHD macrophages,stimulated,greater proliferation and activation,,,,,,
32454006,2020,"Department of Pharmaceutical Biology, Institute of Pharmacy and Biochemistry, University of Mainz, Staudinger Weg 5, 55128, Mainz, Germany. Electronic address: efferth@uni-mainz.de.","Progenin III induced apoptosis in CCRF-CEM cells mediated by caspases 3/7 activation, MMP alteration and increase ROS production, and otherwise autophagy and necroptosis.",4,Progenin III,induced,apoptosis,,,,,,
32453780,2020,"Department of Pediatrics, Harvard Medical School, Boston, MA, United States of America.","Instead, Sdc1 inhibits the clearance of Lm before the bacterium gains access to its intracellular niche.",2,Sdc1,inhibits,clearance,,,,,,
32453780,2020,"Department of Pediatrics, Harvard Medical School, Boston, MA, United States of America.","Furthermore, administration of purified Sdc1 ectodomains or DNase inhibits the formation of intravascular aggregated neutrophils and NETs and significantly increases the liver bacterial burden in Sdc1-/- mice.",2,administration,inhibits,formation,,,,,,
32453780,2020,"Department of Pediatrics, Harvard Medical School, Boston, MA, United States of America.",These data indicate that Lm induces Sdc1 shedding to subvert the activity of Sdc1 ectodomains to inhibit its clearance by intravascular aggregated NETs.,-1,Lm,induce,Sdc1 shedding,,,,,,
32454118,2020,"Pharmacology & Toxicology Department, Faculty of Pharmacy, Ain Shams University, Cairo, Egypt. Electronic address: ebtehal_dm@yahoo.com.",The present study was undertaken to investigate the therapeutic credit of linagliptin in hepatic fibrosis induced by a high-fat diet (HFD) and streptozotocin (STZ) in rats.,-1,,,,,,,,,
32454118,2020,"Pharmacology & Toxicology Department, Faculty of Pharmacy, Ain Shams University, Cairo, Egypt. Electronic address: ebtehal_dm@yahoo.com.","To induce liver fibrosis with T2DM; male Sprague-Dawley albino rats were fed on a high-fat high-sucrose diet for 28 days then exposed to a single dose of STZ (30 mg/kg, IP).",-1,,,,,,,,,
32454118,2020,"Pharmacology & Toxicology Department, Faculty of Pharmacy, Ain Shams University, Cairo, Egypt. Electronic address: ebtehal_dm@yahoo.com.","In conclusion, above and beyond its anti-diabetic effect, this study introduced linagliptin as a promising option for preventing the pathological progression of liver fibrosis associated with T2DM.",-1,,,,,,,,,
32453761,2020,"Department of Pediatrics, Division of Gastroenterology, BC Children's Hospital Research Institute, Vancouver, British Columbia, Canada.","Apoptotic susceptibility was induced by C. rodentium infection and was specific to this setting of pathogen infection, and was not apparent in other settings of intestinal inflammation.",-1,,,,,,,,,
32454168,2020,"Department of Agronomy, College of Agriculture and Biotechnology, Key Laboratory of Crop Germplasm Resource, Zhejiang University, Hangzhou 310058, PR China. Electronic address: drimran@zju.edu.cn.",High-temperature stress accelerated tobacco leaf senescence mainly by down-regulating photosynthesis-related pathways and degrading cellular constituents to maintain cell viability and nutrient recycling.,-1,,,,,,,,,
32454073,2020,Section of Cardiology.,"Larger, prospective studies will be required to definitively assess the primary prevention benefit of colchicine.",-1,,,,,,,,,
32454177,2020,"Somogy County Mor Kaposi Teaching Hospital, Dr. Jozsef Baka Center, Department of Radiation Oncology, Guba Sandor Street 40, 7400 Kaposvar, Hungary. Electronic address: lakosiferenc@yahoo.com.","On average, 1.2 beam interruptions per fractions were required with zero/one correction in 71 % of the fractions.",-1,,,,,,,,,
32454097,2020,"Dermatology Service, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY; Weill Cornell Medicine, New York, NY. Electronic address: lacoutum@mskcc.org.",Vitiligo-like depigmentation does not require specific dermatologic treatment aside from photoprotective measures.,-1,,,,,,,,,
32453726,2020,"Department of Structural Biology, Weizmann Institute of Science Rehovot, Israel.",This study reveals new insights into the fundamental determinants of recognition by C2H2-ZFPs of their DNA binding sites in the cellular landscape.,-1,,,,,,,,,
32453726,2020,"Department of Structural Biology, Weizmann Institute of Science Rehovot, Israel.",The importance of electrostatic asymmetry with respect to binding site recognition by C2H2-ZFPs suggests the possibility that it may also be important in other ZFP systems and reveals a new design feature for zinc finger engineering.,-1,,,,,,,,,
32454483,2020,"Section of Neonatology, Department of Pediatrics, University of Colorado School of Medicine, Aurora, Colorado, USA, susan.niermeyer@cuanschutz.edu.","

    

    
      Achieving the targets of the Every Newborn Action Plan by the year 2030 will require accelerating the current reduction in neonatal mortality.",-1,,,,,,,,,
32453909,2020,"Key Lab of Separation Science for Analytical Chemistry, Key Lab of Natural Medicine, Liaoning Province, Dalian Institute of Chemical Physics, Chinese Academy of Sciences, Dalian, 116023, P.R. China.","There was a relatively small energy barrier between the global minimum conformer and the local minimum conformer of polyoxin A and the high temperature helped to quickly cross the energy barrier and accelerate the conformational transformation for getting the global minimum, so that stationary phase could not identify these two conformations and presented a sharp peak.",-1,,,,,,,,,
32455479,2020,"Department of Emergency Medicine, Division of Emergency Ultrasound, Massachusetts General Hospital, Boston, MA.",Residents were then required to watch a 15-min online video and attend a 1-h bedside training session moderated by emergency medicine ultrasound fellows during which residents practised E-FAST image acquisition and interpretation.,-1,,,,,,,,,
32455501,2020,"St George Hospital Clinical School, University of New South Wales, Sydney, New South Wales, Australia.","In addition, patellae using onlay-oval implants required significantly fewer lateral facetectomies due to improved bone coverage (inset 95%; onlay round 87%; onlay oval 3%; P < 0.01).",-1,,,,,,,,,
32454236,2020,"Department of Medical Biophysics, Faculty of Medicine and Dentistry, Palacký University, Hn_votínská 3, 775 15, Olomouc, Czech Republic.","The results showed that AlPc induced skin and eye irritation, exhibited borderline sensitization potential and mutagenic potential in one test strain of the Ames test, which was not confirmed in the chromosome aberration test.",-1,,,,,,,,,
32454085,2020,"Laboratory of Biochemistry and Immunology, Republic of Korea. Electronic address: kchoi@cbu.ac.kr.","Differentiation of mESCs into neural progenitor cells (NPCs) or neural crest cells (NCCs) was induced with chemically defined media, and the cells were continuously exposed to CSE or nicotine during neural differentiation and development.",-1,,,,,,,,,
32454085,2020,"Laboratory of Biochemistry and Immunology, Republic of Korea. Electronic address: kchoi@cbu.ac.kr.","These results imply that cigarette smoking during the perinatal period potentially inhibits neural differentiation and development of ESCs cells, leading to neonatal abnormal brain development and behavioral abnormalities.",-1,,,,,,,,,
