id,year,org,sentence,type,X,action,Y,38,3,14,0,18,3
32104463,2018,"School of Pharmaceutical Science and Technology, Tianjin University, Tianjin 300193, China.","The results indicated that labrasol obviously enhance the transcorneal permeability of fluorescein sodium, and the enhancement was realized by interacting with and down-regulating the associated proteins, such as F-actin, claudin-1 and β-catenin, which were contributed to cell-cell connections, respectively.",0,,,,,,,,,
32104453,2018,"Nanotechnology Research Center, Pharmaceutical Technology Institute, Mashhad University of Medical Sciences, Mashhad, Iran.",ALG coating of this formulation (PR8-CHT-ALG) significantly decreased the antibody titers and a less immune response was induced than PR8-TMC-ALG formulation.,0,,,,,,,,,
31949670,2018,"Department of Cardiovascular Surgery, Xinqiao Hospital, Third Military Medical University Chongqing, PR China.","Moreover, melatonin activated the PI3K/Akt pathway.",1,melatonin,activated,PI3K/Akt pathway,,,,,,
31949670,2018,"Department of Cardiovascular Surgery, Xinqiao Hospital, Third Military Medical University Chongqing, PR China.","The protective effects of melatonin were abolished by a PI3K/Akt-inhibitor, LY294002.",5,protective effects,were abolished by,"PI3K/Akt-inhibitor, LY294002",,,,,,
31949670,2018,"Department of Cardiovascular Surgery, Xinqiao Hospital, Third Military Medical University Chongqing, PR China.",Our results demonstrated that melatonin confers cardioprotection by inhibiting apoptosis through the activation of PI3K/Akt signaling pathway in hypoxic cardiomyocytes.,0,,,,,,,,,
32104468,2018,"Department of Anatomy, College of Basic Medical Science, Dalian Medical University, Dalian 116044, China.","Meanwhile, TPOS-DOC-L significantly induced the apoptosis of HeLa cells with decreased pH.",4,TPOS-DOC-L,induced,apoptosis,,,,,,
31966299,2018,"Center of Excellence for the Oceans, National Taiwan Ocean University, Keelung 202, Taiwan.","Furthermore, this is the first study to demonstrate that chronic exposure to noise could induce ROS accumulation in fish plasma.",4,chronic exposure,could induce,ROS accumulation,,,,,,
32104478,2018,"Department of Stomatology, Jinan University Medical College, Guangzhou 510632, China.",Cell viability was measured by MTT assay and cytotoxicity induced by Na2S2O4 was assessed by lactate dehydrogenase (LDH) release into the culture medium.,0,,,,,,,,,
31949645,2018,"Department of Pathology, The First Affiliated Hospital of Nanjing Medical University Nanjing, P. R. China.","Metastatic tumors lack unique histological features, especially adenocarcinoma, which require differential diagnosis both clinically and histologically, hence knowledge of their medical history and clinical data are particularly important in their diagnosis.",0,,,,,,,,,
32104451,2018,"Shanghai Key Laboratory of Functional Materials Chemistry, East China University of Science and Technology, Shanghai 200237, China.",In vivo evaluation results showed that OVA loaded CD/CS nanoparticles could enhance its efficacy for inducing intestinal mucosal immune response.,0,,,,,,,,,
32066989,2018,"Department of Biostatistics and Epidemiology, The University of Pennsylvania.","Existing approaches commonly require correct specification of the joint distribution of the longitudinal measurements, observation time process and informative censoring time under the joint modeling framework, and can be computationally cumbersome due to the complex form of the likelihood function.",4,Existing approaches,require,"correct specification of the joint distribution of the longitudinal measurements, observation time process and informative censoring time",,,,,,
32066989,2018,"Department of Biostatistics and Epidemiology, The University of Pennsylvania.","As a major feature of our proposed methods, the aforementioned joint distribution is not required to be specified and the random effect in the proposed joint model is treated as a nuisance parameter.",0,,,,,,,,,
32254905,2018,"Department of Bioengineering, Imperial College London, London SW72AS, UK. rylie.green@imperial.ac.uk.","Appropriate selection and design of hydrogel systems for bioelectronics requires an understanding of the physical, chemical and biological properties of hydrogels as well as their structure-property relationships.",4,Appropriate selection and design of hydrogel systems for bioelectronics,requires,"understanding of the physical, chemical and biological properties of hydrogels",,,,,,
32254102,2018,"State Key Laboratory of Chemical Resource Engineering, Beijing Advanced Innovation Center for Soft Matter Science and Engineering, Beijing University of Chemical Technology, Beijing 100029, P. R. China. sunxm@mail.buct.edu.cn kuangyun@mail.buct.edu.cn.",This strategy allows tuning of the selectivity of the CO2 reduction reaction (CO2RR) and a decrease of the hydrogen evolution rate simultaneously by facilitating the supply of CO2 reactants and inhibiting the adsorption of water (protons).,0,,,,,,,,,
32254102,2018,"State Key Laboratory of Chemical Resource Engineering, Beijing Advanced Innovation Center for Soft Matter Science and Engineering, Beijing University of Chemical Technology, Beijing 100029, P. R. China. sunxm@mail.buct.edu.cn kuangyun@mail.buct.edu.cn.","Moreover, the accelerated gas and ion diffusion and homogenized reactions also avoided accumulative damage on the surface of the Cu NWs and enhanced the stability of the Cu catalyst.",0,,,,,,,,,
31984114,2018,University of Vermont.,We provide recommendations for preventing suicide from a systems framework and discuss practical lessons from a preliminary study designed to test a culturally-responsive model of suicide in Bhutanese refugees.,0,,,,,,,,,
32104467,2018,"Key Laboratory of Drug Targeting and Drug Delivery System of the Education Ministry, Sichuan Engineering Laboratory for Plant-Sourced Drug and Sichuan Research Center for Drug Precision Industrial Technology, West China School of Pharmacy, Sichuan University, Chengdu 610064, China.","Then the application of NO donors, which was the main aim of the review, was discussed in detailed according to their functions, including inducing tumor cell apoptosis, reversing tumor multidrug resistance, inhibiting tumor metastasis and improving drug delivery.",0,,,,,,,,,
32104454,2018,"Zhejiang University of Technology, 18 Chaowang Road, Zhejiang 310014, China.","

    

    
      The object of the study was to develop a quick and reproducible accelerated in vitro release method to predict and deduce the function of the real time (37 °C) release for long acting PLGA microspheres.",0,,,,,,,,,
32104454,2018,"Zhejiang University of Technology, 18 Chaowang Road, Zhejiang 310014, China.","First, the release of the microspheres were studied using the sample and separate method at 37 °C with normal orbital shaking and elevated temperatures with magnetic stirring to further accelerate the release.",0,,,,,,,,,
32104454,2018,"Zhejiang University of Technology, 18 Chaowang Road, Zhejiang 310014, China.","So the elevated temperatures coupled with magnetic stirring were used to accelerate the release further, and when there have many similar release profiles with the real time release at elevated temperatures, releasing time at elevated temperatures and the R2 of the final deduced function will be used to help choosing the most similar release profile with the real time release.",0,,,,,,,,,
32010758,2018,"Department of Mechanical Engineering Massachusetts Institute of Technology Cambridge, MA 02139, USA.","However, most long-term resident electronics devices require invasive procedures for implantation as well as a specialized receiver for communication.",4,most long-term resident electronics devices,require,invasive procedures,,,,,,
32258366,2018,"William James College, Newton, USA.",There is a lack of research that addresses the ecological validity of visual stimuli to induce stress in participants while measuring participants' neural response to that stimuli.,0,,,,,,,,,
32258366,2018,"William James College, Newton, USA.",The current study conducted a systematic literature review to identify visual tasks that have been used in laboratory settings to induce stress in participants.,0,,,,,,,,,
32258366,2018,"William James College, Newton, USA.","The most frequent tasks identified were developed to induce peer rejection/exclusion in youth (e.g., Chatroom and Cyberball).",0,,,,,,,,,
32258366,2018,"William James College, Newton, USA.","The present article highlights trends and gaps in the current research, and examines the ecological validity of current stimuli used as laboratory based stressors, which can be used to fuel further investigation into adolescent neural response to stimuli, and further evaluation of the ecological validity of tasks.",0,,,,,,,,,
32104438,2018,"Department of Pharmacology, Shenyang Pharmaceutical University, No. 103 Wenhua Road, Shenyang 110016, China.",Preformed albumin corona of albumin-nonselective nanoparticles (NPs) is widely exploited to inhibit the unavoidable protein adsorption upon intravenous administration.,0,,,,,,,,,
32132770,2018,"School of Sciences, European University Cyprus, 6 Diogenous St., Nicosia 2404, Cyprus.","This aerosol-based, yet 'dry' intervention approach using iEWNS nano-carrier platform offers advantages over current 'wet' techniques that are prevalent commercially, which require grams of the AI to achieve similar inactivation, leading to increased chemical risks and chemical waste byproducts.",0,,,,,,,,,
32148405,2018,"Department of Earth and Life Sciences, University of Taipei, Taipei, Taiwan.",GBHT inhibited the expansion of adipose tissue and adipocyte hypertrophy.,2,GBHT,inhibited,expansion of adipose tissue and adipocyte hypertrophy,,,,,,
31949673,2018,"Department of Abdominal Surgery, Zhejiang Cancer Hospital Hangzhou 310022, Zhejiang Province, China.","Furthermore, 5-FU treatment inhibited the proliferation of BGC823/5-FU cells, as evidenced by decreased cell viability and reduced colony-forming ability.",2,5-FU treatment,inhibited,proliferation,,,,,,
32284723,2018,"Intensive Care Unit, New Cross Hospital, Wolverhampton, UK.",Refractory hypotension to intravenous fluids and rise in lactate level required admission to the intensive care unit for vasopressor support.,4,hypotension and rise,required,admission,,,,,,
32133137,2018,"Asian Centre for Evidence Synthesis in Population, Implementation and Clinical Outcomes (PICO), Global Evidence Synthesis Initiative (GESI) Network, Subang Jaya, Malaysia.","


        Objective:
      
    

    
      To examine the comparative efficacy and safety of interventions for preventing chemotherapy-induced oral mucositis (OM) in adult cancer patients.",0,,,,,,,,,
32133137,2018,"Asian Centre for Evidence Synthesis in Population, Implementation and Clinical Outcomes (PICO), Global Evidence Synthesis Initiative (GESI) Network, Subang Jaya, Malaysia.","Methods:
      
    

    
      We searched PubMed, Embase and the Cochrane Central systematically for the randomised control trials (RCTs) of interventions for preventing OM.",0,,,,,,,,,
32133137,2018,"Asian Centre for Evidence Synthesis in Population, Implementation and Clinical Outcomes (PICO), Global Evidence Synthesis Initiative (GESI) Network, Subang Jaya, Malaysia.","Conclusions:
      
    

    
      This NMA suggests that cryotherapy was the most effective intervention for preventing chemotherapy-induced OM with a safety profile similar to control, but not significantly lower than sucralfate and palifermin.",0,,,,,,,,,
32189937,2018,"Department of Orthopaedics, Concord Repatriation General Hospital, Concord, Australia.","However, our findings require further validation, particularly with larger, prospective comparative studies.",4,our findings,require,further validation,,,,,,
32095091,2018,"College of Pharmacy, Chung-Ang University, Seoul, Republic of Korea.","To find active pharmacological compounds that might prevent or ameliorate the vision-threatening eye diseases, numerous studies have been performed, and some botanical compounds, including those extracted from ginseng, have been shown to possess beneficial effects in the treatment or prevention of common ocular diseases.",0,,,,,,,,,
32254912,2018,"School of Materials Science and Engineering, Henan Polytechnic University, Jiaozuo, 454003, China. chenqiang@hpu.edu.cn.","However, the mechanical properties of RSF hydrogels are often weak or brittle, which limits their potential for applications where high strength is required.",0,,,,,,,,,
32071493,2018,"Department of Biochemistry, University of Port Harcourt, Choba, Nigeria.",The antioxidant protective effects of gallic acid (GAL) and quercetin (QUE) against oxidative stress induced by di-butyl phthalate (DnBP) in the liver and testis of rats were evaluated in this study.,0,,,,,,,,,
32071493,2018,"Department of Biochemistry, University of Port Harcourt, Choba, Nigeria.","As expected, DnBP induced oxidative stress was evident by increased malondialdehyde level in both organs.",0,,,,,,,,,
32071493,2018,"Department of Biochemistry, University of Port Harcourt, Choba, Nigeria.",It seems likely that GAL or QUE prevented the tissue damage but the antioxidant profiles of the liver and testis are different in response to the oxidative stress.,5,GAL or QUE,prevented,tissue damage,,,,,,
32095096,2018,"Key Lab of Drug Metabolism & Pharmacokinetics, State Key Laboratory of Natural Medicines, China Pharmaceutical University, Nanjing, China.","I/R surgery induced effects on infarct size, neurological deficit score, and proinflammatory cytokines (IL-1β, IL-6, and TNF-α) were prevented by colonizing the rat gastrointestinal tract with Lac.H (1 _ 109 CFU) by gavage 15 d before I/R surgery.",0,,,,,,,,,
32148408,2018,"Department of Food Science and Biotechnology, College of Life Science, CHA University, Seongnam, Republic of Korea.","Results:
      
    

    
      Heat stress significantly increased gene and protein expression of oxidative stress-related factors such as catalase and SOD2, but treatment with JP5 (Korean Red Ginseng extract) and BG1 (Korean black ginseng extract) abolished this response in both liver tissue and HepG2 cells.",5,treatment,abolished,this response,,,,,,
32148408,2018,"Department of Food Science and Biotechnology, College of Life Science, CHA University, Seongnam, Republic of Korea.","In addition, JP5 and BG1 inhibited the expression of inflammatory proteins such as p-NF-κB and tumor necrosis factor alpha-α.",2,JP5 and BG1,inhibited,expression,,,,,,
32148408,2018,"Department of Food Science and Biotechnology, College of Life Science, CHA University, Seongnam, Republic of Korea.","Thus, JP5 and BG1 inhibited both oxidative stress and inflammation.",2,JP5 and BG1,inhibited,both oxidative stress and inflammation,,,,,,
32148408,2018,"Department of Food Science and Biotechnology, College of Life Science, CHA University, Seongnam, Republic of Korea.","Conclusions:
      
    

    
      JP5 and BG1 protect against oxidative stress and inflammation induced by heat stress and help maintain liver function by preventing liver damage.",0,,,,,,,,,
32254095,2018,"School of Materials Science and Engineering, University of New South Wales, Sydney, NSW 2502, Australia. shirsathsagar@hotmail.com dy.wang@unsw.edu.au.","However, due to the limited surface area of the continuous metal under-layer, the degree of crystallization is insufficient and post-annealing is required.",0,,,,,,,,,
32038093,2018,"Harvard T.H. Chan School of Public Health, Boston, MA, USA.","Deliberative interviews require a comprehensive, pre-interview briefing on the subject matter followed by interactive deliberation wherein complex issues are debated across viewpoints in an effort to devise solutions.",4,Deliberative interviews,require,"comprehensive, pre-interview briefing",,,,,,
32254093,2018,"Institute of Fundamental and Frontier Sciences, University of Electronic Science and Technology of China, Chengdu 610054, P. R. China. zhmwang@uestc.edu.cn.",The latter were specially designed to accelerate the exciton separation through a band engineering approach.,0,,,,,,,,,
32110236,2018,"Kolling Deafness Research Centre, Macquarie University and University of Sydney, NSW, Australia.","This disease has been traditionally managed with the operating microscope, often requiring mastoidectomy for adequate visualization of and access to the middle ear and mastoid cavities.",0,,,,,,,,,
32411924,2018,"RTI, International, Research Triangle Park, NC, USA.",Circular dichroism studies indicated that phosphorylation at various Ser residues induced helical structure in different environments.,4,phosporylation,induced,helical structure,,,,,,
32411924,2018,"RTI, International, Research Triangle Park, NC, USA.",The efficacy of phosphorylated IL4 peptides in activating Go and Gi3 ([35S]GTPγS binding) and inhibiting cAMP accumulation in N18TG2 cells were correlated with helicity changes.,0,,,,,,,,,
32411924,2018,"RTI, International, Research Triangle Park, NC, USA.","Treatment of cells with bradykinin, which activates PKC, augmented CB1-mediated inhibition of cAMP accumulation, and this was reversed by a PKC inhibitor, suggesting that phosphorylation of serine might be a physiologically relevant modification in vivo.",4,treatment,augmented,CB1-mediated inhibition,,,,,,
32254103,2018,"Ultrashort Laser Manufacturing Research Facility, Department of Mechanical and Industrial Engineering, Ryerson University, 350 Victoria street, Toronto, Ontario M5B 2K3, Canada. venkat@ryerson.ca.","Apart from the above, the synthesized magnetic quantum theranosomes introduced therapeutic functionality wherein the theranosomes mimicked a tumor microenvironment by selectively accelerating the proliferation of mammalian fibroblasts cells while at the same time inducing cancer therapy.",0,,,,,,,,,
32373203,2018,"Provincial Key Laboratory for Pharmacokinetics and Transport, Dalian Medical University, Dalian 116044, China.","At the same time, imipenem significantly inhibited the uptake of cilastatin in rat kidney slices and in human OAT1 (hOAT1)-HEK293 and human OAT3 (hOAT3)-HEK293 cells.",2,imipenem,inhibited,uptake,,,,,,
32373203,2018,"Provincial Key Laboratory for Pharmacokinetics and Transport, Dalian Medical University, Dalian 116044, China.","Probenecid, p-aminohippurate, and benzylpenicillin inhibited the uptake of imipenem and cilastatin in rat kidney slices and in hOAT1- and hOAT3-HEK 293 cells, respectively.",2,"Probenecid, p-aminohippurate, and benzylpenicillin",inhibited,uptake,,,,,,
32373203,2018,"Provincial Key Laboratory for Pharmacokinetics and Transport, Dalian Medical University, Dalian 116044, China.","Moreover, the Km values of cilastatin were increased in the presence of imipenem with unchanged Vmax , indicating that imipenem inhibited the uptake of cilastatin in a competitive manner.",2,imipenem,inhibited,uptake,,,,,,
32373203,2018,"Provincial Key Laboratory for Pharmacokinetics and Transport, Dalian Medical University, Dalian 116044, China.","But, cilastatin significantly inhibited the uptake of imipenem when dehydropeptidase-1 (DPEP1) was silenced by RNAi technology in hOAT1- and hOAT3-HEK 293 cells.",2,cilastatin,inhibited,uptake,,,,,,
32373203,2018,"Provincial Key Laboratory for Pharmacokinetics and Transport, Dalian Medical University, Dalian 116044, China.","Meanwhile, cilastatin also reduces the hydrolysis of imipenem by inhibiting the uptake of imipenem mediated by OAT1 and OAT3 in the kidney as a complement.",0,,,,,,,,,
32254090,2018,"Leiden Institute of Chemistry - Supramolecular and Biomaterial Chemistry, Leiden University, Einsteinweg 55, 2333CC Leiden, The Netherlands. a.kros@chem.leidenuniv.nl.","To maximize drug targeting to solid tumors, cancer nanomedicines with prolonged circulation times are required.",0,,,,,,,,,
32254090,2018,"Leiden Institute of Chemistry - Supramolecular and Biomaterial Chemistry, Leiden University, Einsteinweg 55, 2333CC Leiden, The Netherlands. a.kros@chem.leidenuniv.nl.","However, PEG also inhibits interactions of nanomedicines with target cancer cells, limiting the effective drug dose that can be reached within the target tumor.",2,PEG,inhibits,interactions,,,,,,
31950742,2018,"Department of Chemistry and Biotechnology, Tallinn University of Technology, Akadeemia tee 15, 12618, Tallinn, Estonia.",Condensation is inhibited under basic conditions and nucleic acid release can be achieved by modulating the ionic strength.,0,,,,,,,,,
32159653,2018,"Universidade Franciscana. R. dos Andradas 1614, Centro. 97010-030, Santa Maria, RS, Brasil. carencoronel_sm@hotmail.com.",Further studies on the subject are required to support public health policies that consider this theme.,0,,,,,,,,,
32104492,2018,"College of Pharmaceutical Sciences, Zhejiang University, Hangzhou 310058, China.","However, CBZ@Lipo could induce an obvious apoptosis of the cancer cells at low concentration.",4,CBZ @ Lipo,could induce,obvious apoptosis,,,,,,
31976263,2018,"2The Institute for Behavioral Studies, Endicott College, Beverly, MA USA.","

    

    
      Token systems often involve a predetermined number of tokens required prior to exchange for a terminal reinforcer.",0,,,,,,,,,
32254909,2018,"Department of Chemistry and Biochemistry, University of Maryland, College Park, MD 20742, USA. znie@umd.edu.","In response to near-infrared laser irradiation, the localized increase in temperature induced the controlled shape deformation of the composite hydrogels, due to the combined effect of photothermal heating of the loaded gold nanoparticles and the thermal responsiveness of the hydrogel matrix.",4,localized increase,induced,controlled shape deformation,,,,,,
32071492,2018,"2Department of Urology and Renal Transplantation, Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow, India.","However, larger studies and randomized clinical trial will be required to elucidate the biological and molecular mechanism of GSTP1 gene in cancer.",0,,,,,,,,,
32254100,2018,"Department of Chemistry, School of Chemistry and Bioengineering, University of Science and Technology Beijing, 30 Xueyuan Road, Beijing 100083, P. R. China. wjli@sas.ustb.edu.cn.",The anchored assisted DNA fuel strand could be efficiently released by a NIR-II laser irradiation induced photothermal effect of the HCuSNPs.,0,,,,,,,,,
32254100,2018,"Department of Chemistry, School of Chemistry and Bioengineering, University of Science and Technology Beijing, 30 Xueyuan Road, Beijing 100083, P. R. China. wjli@sas.ustb.edu.cn.","The DNA machine was activated by target miRNA binding and powered by NIR-responsive released DNA fuel through toehold-mediated strand displacement reactions, accomplished by strong fluorescence recovery.",1,DNA machine,was activated by,target miRNA binding,,,,,,
32133138,2018,"School of Pharmaceutical Sciences, University of Geneva, University of Lausanne, Geneva, Switzerland.","Methods:
      
    

    
      Determining an ROI requires a calculation of all the expenses linked to the initial investments and the annual running costs of the equipment or service.",4,determining,requires,calculation,,,,,,
32051675,2018,"Division of Cardiology, Department of Medicine, University of Texas Health Science Center at San Antonio, San Antonio, TX.",The optimizations proposed in this paper uses the simple concept of Hashing and Look-Up Tables (LUT) to effectively reduce the number of arithmetic operations required to perform the FFT of an electrocardiogram (ECG) signal.,0,,,,,,,,,
31950753,2018,"Key Laboratory of Functional Molecular Solids Ministry of Education College of Chemistry and Materials Science, Anhui Normal University, Wuhu, 241000, P. R. China.","Moreover, a hybrid supercapacitor is assembled by applying the MnCo2 O4 @NiMoO4 /Ni foam as the positive electrode, activated carbon/Ni foam as the negative electrode.",0,,,,,,,,,
32148403,2018,"NutraSource, Inc., Clarksville, USA.","Results:
      
    

    
      The result of acute toxicity shows that oral administration of 20(S)-ginsenoside Rg3 to mice and rats did not induce mortality or toxicity up to 1600 and 800 mg/kg, respectively.",4,oral administration,did not induce,mortality or toxicity,,,,,,
32064088,2018,"University of Lorraine, EA 4360 APEMAC, Nancy, France.","For high doses or for patients requiring fluid restrictions, etoposide phosphate may be an option but shortages occurs frequently.",0,,,,,,,,,
32328546,2018,"Lunenfeld-Tannenbaum Research Institute, Mount Sinai Hospital, Toronto, Canada.","


        Background:
      
    

    
      Vedolizumab (VDZ) is a humanized monoclonal IgG1 antibody which inhibits leukocyte vascular adhesion and migration into the gastrointestinal tract through α4β7 integrin blockade.",0,,,,,,,,,
32148406,2018,"Institute of Chinese Integrative Medicine, Guangzhou Medical University, Guangzhou, China.","Moreover, Rg5 activated ABCB1 ATPase and reduced verapamil-stimulated ATPase activity, suggesting a high affinity of Rg5 to ABCB1 binding site which was further demonstrated by molecular docking analysis.",1,Rg5,activated,ABCB1 ATPase,,,,,,
